111000 9 0 0 0 21 0 0 0 0
111010 9 0 0 0 31 0 0 0 0
111020 9 0 0 0 36 0 0 0 0
111030 9 0 0 0 52 0 0 0 0
111040 9 0 0 0 78 0 0 0 0
111050 9 0 0 0 97 0 0 0 0
111060 9 0 0 0 195 0 0 0 0
111070 9 0 0 0 350 0 0 0 0
111080 9 0 0 0 558 0 0 0 0
111090 9 0 0 0 920 0 0 0 0
111100 9 0 0 0 1200 0 0 0 0
113100 9 0 0 0 1200 0 0 0 0
114100 9 0 0 0 0 0 235 0 0
118100 9 0 0 0 1200 0 0 0 0
113000 9 0 0 0 31 0 0 0 0
113010 9 0 0 0 52 0 0 0 0
113020 9 0 0 0 97 0 0 0 0
113030 9 0 0 0 167 0 0 0 0
113040 9 0 0 0 258 0 0 0 0
113050 9 0 0 0 350 0 0 0 0
113060 9 0 0 0 490 0 0 0 0
113070 9 0 0 0 672 0 0 0 0
113080 9 0 0 0 918 0 0 0 0
113090 9 0 0 0 1108 0 0 0 0
114000 9 0 0 0 0 0 13 0 0
114010 9 0 0 0 0 0 19 0 0
114020 9 0 0 0 0 0 22 0 0
114030 9 0 0 0 0 0 35 0 0
114040 9 0 0 0 0 0 49 0 0
114050 9 0 0 0 0 0 55 0 0
114060 9 0 0 0 0 0 80 0 0
114070 9 0 0 0 0 0 135 0 0
114080 9 0 0 0 0 0 160 0 0
114090 9 0 0 0 0 0 205 0 0
117000 9 0 0 0 0 0 13 0 0
117010 9 0 0 0 0 0 19 0 0
117020 9 0 0 0 0 0 22 0 0
117030 9 0 0 0 0 0 35 0 0
117040 9 0 0 0 0 0 49 0 0
117050 9 0 0 0 0 0 55 0 0
117060 9 0 0 0 0 0 80 0 0
117070 9 0 0 0 0 0 135 0 0
117080 9 0 0 0 0 0 160 0 0
117090 9 0 0 0 0 0 205 0 0
118000 9 0 0 0 21 0 0 0 0
118010 9 0 0 0 31 0 0 0 0
118020 9 0 0 0 36 0 0 0 0
118030 9 0 0 0 52 0 0 0 0
118040 9 0 0 0 78 0 0 0 0
118050 9 0 0 0 97 0 0 0 0
118060 9 0 0 0 195 0 0 0 0
118070 9 0 0 0 350 0 0 0 0
118080 9 0 0 0 558 0 0 0 0
118090 9 0 0 0 920 0 0 0 0
120000 9 0 0 0 0 0 0 0 0
120020 9 239 0 0 23 0 0 0 0
120040 9 309 0 0 36 0 0 0 0
120060 9 379 0 0 52 0 0 0 0
120080 9 456 0 0 76 0 0 0 0
120090 9 505 0 0 97 0 0 0 0
120120 9 610 0 0 195 0 0 0 0
120150 9 745 0 0 350 0 0 0 0
120180 9 850 0 0 558 0 0 0 0
120210 9 1014 0 0 920 0 0 0 0
121000 9 0 0 0 0 0 0 0 0
121020 9 239 0 0 0 0 13 0 0
121040 9 309 0 0 0 0 22 0 0
121060 9 379 0 0 0 0 35 0 0
121080 9 456 0 0 0 0 49 0 0
121090 9 505 0 0 0 0 55 0 0
121120 9 610 0 0 0 0 80 0 0
121150 9 745 0 0 0 0 135 0 0
121180 9 850 0 0 0 0 160 0 0
121210 9 1014 0 0 0 0 205 0 0
130000 9 0 0 0 21 0 13 0 0
130010 9 0 0 0 31 0 19 0 0
130020 9 0 0 0 44 0 30 0 0
130030 9 0 0 0 65 0 45 0 0
130040 9 0 0 0 78 0 49 0 0
130050 9 0 0 0 114 0 65 0 0
130060 9 0 0 0 256 0 120 0 0
130070 9 0 0 0 395 0 145 0 0
130080 9 0 0 0 670 0 180 0 0
130090 9 0 0 0 918 0 205 0 0
131000 9 0 0 0 21 0 13 0 0
131010 9 0 0 0 31 0 19 0 0
131020 9 0 0 0 44 0 30 0 0
131030 9 0 0 0 65 0 45 0 0
131040 9 0 0 0 78 0 49 0 0
131050 9 0 0 0 114 0 65 0 0
131060 9 0 0 0 256 0 120 0 0
131070 9 0 0 0 395 0 145 0 0
131080 9 0 0 0 670 0 180 0 0
131090 9 0 0 0 918 0 205 0 0
132000 9 0 0 0 0 0 0 0 0
132010 9 0 0 0 0 0 0 0 0
133000 9 0 0 0 21 0 13 0 0
133010 9 0 0 0 36 0 22 0 0
133020 9 0 0 0 67 0 45 0 0
133030 9 0 0 0 114 0 65 0 0
133040 9 0 0 0 195 0 80 0 0
133050 9 0 0 0 288 0 130 0 0
133060 9 0 0 0 395 0 145 0 0
133070 9 0 0 0 558 0 160 0 0
133080 9 0 0 0 744 0 185 0 0
133090 9 0 0 0 920 0 205 0 0
134000 9 0 0 0 21 0 13 0 0
134010 9 0 0 0 31 0 19 0 0
134020 9 0 0 0 44 0 30 0 0
134030 9 0 0 0 65 0 45 0 0
134040 9 0 0 0 78 0 49 0 0
134050 9 0 0 0 114 0 65 0 0
134060 9 0 0 0 256 0 120 0 0
134070 9 0 0 0 395 0 145 0 0
134080 9 0 0 0 670 0 180 0 0
134090 9 0 0 0 1106 0 215 0 0
130100 9 0 0 0 1200 0 235 0 0
131100 9 0 0 0 1200 0 235 0 0
133100 9 0 0 0 1200 0 235 0 0
134100 9 0 0 0 1200 0 235 0 0
150000 9 0 0 0 0 0 0 0 0
150010 9 0 0 0 0 0 0 0 0
150030 9 0 29 29 0 0 0 0 0
150050 9 0 42 42 0 0 0 0 0
150070 9 0 65 65 0 0 0 0 0
150090 9 0 95 95 0 0 0 0 0
150110 9 0 165 165 0 0 0 0 0
150130 9 0 256 256 0 0 0 0 0
150150 9 0 348 348 0 0 0 0 0
150170 9 0 488 488 0 0 0 0 0
150190 9 0 670 670 0 0 0 0 0
150210 9 0 918 918 0 0 0 0 0
151010 9 0 0 0 0 0 0 0 0
151030 9 0 32 32 0 0 0 0 0
151050 9 0 45 45 0 0 0 0 0
151070 9 0 68 68 0 0 0 0 0
151090 9 0 98 98 0 0 0 0 0
151110 9 0 168 168 0 0 0 0 0
151130 9 0 259 259 0 0 0 0 0
151150 9 0 351 351 0 0 0 0 0
151170 9 0 491 491 0 0 0 0 0
151190 9 0 673 673 0 0 0 0 0
151210 9 0 921 921 0 0 0 0 0
152010 9 0 0 0 0 13 0 0 0
152040 9 0 0 0 0 22 0 0 0
152060 9 0 0 0 0 35 0 0 0
152080 9 0 0 0 0 49 0 0 0
152100 9 0 0 0 0 65 0 0 0
152120 9 0 0 0 0 80 0 0 0
152140 9 0 0 0 0 130 0 0 0
152160 9 0 0 0 0 145 0 0 0
152180 9 0 0 0 0 160 0 0 0
152200 9 0 0 0 0 185 0 0 0
152220 9 0 0 0 0 215 0 0 0
421000 9 0 0 0 0 0 0 0 0
421010 9 0 0 0 0 0 0 0 0
421020 9 0 0 0 0 13 0 0 0
421040 9 0 0 0 0 22 0 0 0
421060 9 0 0 0 0 35 0 0 0
421070 9 0 0 0 0 45 0 0 0
421080 9 0 0 0 0 49 0 0 0
421100 9 0 0 0 0 65 0 0 0
421120 9 0 0 0 0 80 0 0 0
421130 9 0 0 0 0 120 0 0 0
421140 9 0 0 0 0 130 0 0 0
421150 9 0 0 0 0 135 0 0 0
421160 9 0 0 0 0 145 0 0 0
421170 9 0 0 0 0 150 0 0 0
421180 9 0 0 0 0 160 0 0 0
421190 9 0 0 0 0 180 0 0 0
421200 9 0 0 0 0 185 0 0 0
421210 9 0 0 0 0 205 0 0 0
421220 9 0 0 0 0 215 0 0 0
421230 9 0 0 0 0 235 0 0 0
421240 9 0 0 0 0 250 0 0 0
421250 9 0 0 0 0 260 0 0 0
421260 9 0 0 0 0 275 0 0 0
421270 9 0 0 0 0 295 0 0 0
421280 9 0 0 0 0 335 0 0 0
421290 9 0 0 0 0 360 0 0 0
421300 9 0 0 0 0 390 0 0 0
421310 9 0 0 0 0 425 0 0 0
421320 9 0 0 0 0 465 0 0 0
421330 9 0 0 0 0 565 0 0 0
444000 9 0 0 0 0 0 0 0 0
444010 9 0 0 0 0 0 0 0 0
444020 9 0 21 21 0 0 0 14 0
444030 9 0 29 29 0 0 0 14 0
444040 9 0 34 34 0 0 0 14 0
444050 9 0 42 42 0 0 0 14 0
444060 9 0 50 50 0 0 0 14 0
444070 9 0 65 65 0 0 0 14 0
444080 9 0 76 76 0 0 0 14 0
444090 9 0 95 95 0 0 0 14 0
444100 9 0 112 112 0 0 0 14 0
444110 9 0 165 165 0 0 0 14 0
444120 9 0 193 193 0 0 0 14 0
444130 9 0 256 256 0 0 0 14 0
444140 9 0 286 286 0 0 0 14 0
444150 9 0 348 348 0 0 0 14 0
444160 9 0 393 393 0 0 0 14 0
444170 9 0 488 488 0 0 0 14 0
444180 9 0 556 556 0 0 0 14 0
444190 9 0 670 670 0 0 0 14 0
444200 9 0 742 742 0 0 0 14 0
444210 9 0 918 918 0 0 0 14 0
444220 9 0 1106 1106 0 0 0 14 0
444230 9 0 1200 1200 0 0 0 14 0
444240 9 0 1220 1220 0 0 0 14 0
444250 9 0 1250 1250 0 0 0 14 0
444260 9 0 1290 1290 0 0 0 14 0
444270 9 0 1350 1350 0 0 0 14 0
444280 9 0 1450 1450 0 0 0 14 0
444290 9 0 1500 1500 0 0 0 14 0
444300 9 0 1560 1560 0 0 0 14 0
444310 9 0 1630 1630 0 0 0 14 0
444320 9 0 1710 1710 0 0 0 14 0
444330 9 0 1800 1800 0 0 0 14 0
444500 9 0 0 0 0 0 0 0 0
444600 9 0 0 0 0 0 0 0 0
444700 9 0 0 0 0 0 0 0 0
444800 9 0 0 0 0 0 0 0 0
444900 9 0 0 0 0 0 0 0 0
500000 9 0 4 4 0 0 0 0 0
500010 9 0 8 8 0 0 0 0 0
500020 9 0 12 12 0 0 0 0 0
500030 9 0 15 15 0 0 0 0 0
500040 9 0 20 20 0 0 0 0 0
500050 9 0 29 29 0 0 0 0 0
500060 9 0 41 41 0 0 0 0 0
500070 9 0 46 46 0 0 0 0 0
500080 9 0 61 61 0 0 0 0 0
500090 9 0 67 67 0 0 0 0 0
500100 9 0 73 73 0 0 0 0 0
500110 9 0 76 76 0 0 0 0 0
500120 9 0 79 79 0 0 0 0 0
500130 9 0 81 81 0 0 0 0 0
500140 9 0 83 83 0 0 0 0 0
500150 9 0 89 89 0 0 0 0 0
500160 9 0 98 98 0 0 0 0 0
500170 9 0 109 109 0 0 0 0 0
500180 9 0 132 132 0 0 0 0 0
500190 9 0 140 140 0 0 0 0 0
500200 9 0 166 166 0 0 0 0 0
500210 9 0 180 180 0 0 0 0 0
500220 9 0 200 200 0 0 0 0 0
500230 9 0 220 220 0 0 0 0 0
500240 9 0 240 240 0 0 0 0 0
500250 9 0 260 260 0 0 0 0 0
500260 9 0 280 280 0 0 0 0 0
500270 9 0 300 300 0 0 0 0 0
500280 9 0 320 320 0 0 0 0 0
500290 9 0 340 340 0 0 0 0 0
500300 9 0 360 360 0 0 0 0 0
500310 9 0 380 380 0 0 0 0 0
500320 9 0 400 400 0 0 0 0 0
555020 9 0 21 21 0 0 0 14 0
555030 9 0 29 29 0 0 0 14 0
555040 9 0 34 34 0 0 0 14 0
555050 9 0 42 42 0 0 0 14 0
555060 9 0 50 50 0 0 0 14 0
555070 9 0 65 65 0 0 0 14 0
555080 9 0 76 76 0 0 0 14 0
555090 9 0 95 95 0 0 0 14 0
555100 9 0 112 112 0 0 0 14 0
555110 9 0 165 165 0 0 0 14 0
555120 9 0 193 193 0 0 0 14 0
555130 9 0 256 256 0 0 0 14 0
555140 9 0 286 286 0 0 0 14 0
555150 9 0 348 348 0 0 0 14 0
555160 9 0 393 393 0 0 0 14 0
555170 9 0 488 488 0 0 0 14 0
555180 9 0 556 556 0 0 0 14 0
555190 9 0 670 670 0 0 0 14 0
555200 9 0 742 742 0 0 0 14 0
555210 9 0 918 918 0 0 0 14 0
555220 9 0 1106 1106 0 0 0 14 0
555230 9 0 1200 1200 0 0 0 14 0
555240 9 0 1220 1220 0 0 0 14 0
555250 9 0 1250 1250 0 0 0 14 0
555260 9 0 1290 1290 0 0 0 14 0
555270 9 0 1350 1350 0 0 0 14 0
555280 9 0 1450 1450 0 0 0 14 0
555290 9 0 1500 1500 0 0 0 14 0
555300 9 0 1560 1560 0 0 0 14 0
555310 9 0 1630 1630 0 0 0 14 0
555320 9 0 1710 1710 0 0 0 14 0
555330 9 0 1800 1800 0 0 0 14 0
900000 9 0 0 0 44 0 0 0 0
900010 9 0 0 0 60 0 0 0 0
900020 9 0 0 0 81 0 0 0 0
900030 9 0 0 0 113 0 0 0 0
900040 9 0 0 0 178 0 0 0 0
900050 9 0 0 0 194 0 0 0 0
900060 9 0 0 0 274 0 0 0 0
900070 9 0 0 0 336 0 0 0 0
900080 9 0 0 0 510 0 0 0 0
900090 9 0 0 0 651 0 0 0 0
111000 8 0 0 0 16 0 0 0 0
111010 8 0 0 0 24 0 0 0 0
111020 8 0 0 0 28 0 0 0 0
111030 8 0 0 0 41 0 0 0 0
111040 8 0 0 0 62 0 0 0 0
111050 8 0 0 0 77 0 0 0 0
111060 8 0 0 0 156 0 0 0 0
111070 8 0 0 0 280 0 0 0 0
111080 8 0 0 0 446 0 0 0 0
111090 8 0 0 0 736 0 0 0 0
111100 8 0 0 0 960 0 0 0 0
113100 8 0 0 0 960 0 0 0 0
114100 8 0 0 0 0 0 188 0 0
